choopy:
dropout: 0.2539033773668887, L2_weight: 0.035099514753327316, best_f1: 0.7609780392538888
dropout: 0.3472437179897173, L2_weight: 0.03384481207869655, best_f1: 0.7716278304239889
dropout: 0.5639957829388371, L2_weight: 0.011208586512834594, best_f1: 0.7781167809624923
dropout: 0.32256961257841144, L2_weight: 0.018351220457994238, best_f1: 0.7697242158531834
dropout: 0.3380791311146728, L2_weight: 0.03818292420481422, best_f1: 0.7584145169819575
dropout: 0.3073719996543395, L2_weight: 0.017974310184568996, best_f1: 0.7685832729098114
dropout: 0.4197133992289419, L2_weight: 0.0, best_f1: 0.7690680425847991
dropout: 0.1354044635295363, L2_weight: 0.026640677470739116, best_f1: 0.7674579499794983
dropout: 0.13739687843655538, L2_weight: 0.04619404341351063, best_f1: 0.7699524091102494
dropout: 0.47083446780728666, L2_weight: 0.056507429105685715, best_f1: 0.7553420234773366
dropout: 0.44212047620603667, L2_weight: 0.006654401200131445, best_f1: 0.7707815234679058
dropout: 0.554884618961936, L2_weight: 0.018350663404762033, best_f1: 0.7781980493458063
dropout: 0.26187667291038286, L2_weight: 0.03758173962771714, best_f1: 0.7739096245222655
dropout: 0.1367133274011658, L2_weight: 0.03606735381903802, best_f1: 0.7670811223383311
dropout: 0.23990773678649394, L2_weight: 0.030626286173859343, best_f1: 0.7809221189791128
dropout: 0.5298642225959327, L2_weight: 0.0314015098822742, best_f1: 0.7690366387220532
dropout: 0.3254225670725045, L2_weight: 0.026760554528288977, best_f1: 0.7666664298783025
dropout: 0.2852783205481535, L2_weight: 0.05706094072005832, best_f1: 0.7660147529564005
dropout: 0.49955768455836347, L2_weight: 0.020228462499689646, best_f1: 0.7769507520736554
dropout: 0.5072390727239052, L2_weight: 0.0066653536611241395, best_f1: 0.7781054390233548
dropout: 0.17266808091664035, L2_weight: 0.02162116406228788, best_f1: 0.7677626670526327
dropout: 0.2357455566299728, L2_weight: 0.03297248907399205, best_f1: 0.7701874113718282
dropout: 0.3529702068851238, L2_weight: 0.027743798076712935, best_f1: 0.7684712204245325
dropout: 0.17236027631683423, L2_weight: 0.029903942205175945, best_f1: 0.7634215723680352
dropout: 0.3480780849002063, L2_weight: 0.05154907817494332, best_f1: 0.7602208192235154
dropout: 0.4657655652001055, L2_weight: 0.05492964564054703, best_f1: 0.7516104652570789
dropout: 0.19979435317705005, L2_weight: 0.03728810350885322, best_f1: 0.778361848565243
dropout: 0.49576296798073294, L2_weight: 0.0028309904323206847, best_f1: 0.7731568515873489
dropout: 0.17297740033982348, L2_weight: 0.012161343981566972, best_f1: 0.7537382621218585
dropout: 0.29874443849072874, L2_weight: 0.012181182620195113, best_f1: 0.7699789668498441
dropout: 0.14054533231194224, L2_weight: 0.03680136455960984, best_f1: 0.7763980659835097
dropout: 0.20183522371052579, L2_weight: 0.006468911889051559, best_f1: 0.7711592044522477
dropout: 0.14176026057679283, L2_weight: 0.011170084164164581, best_f1: 0.7725598265295939
dropout: 0.3105223071433232, L2_weight: 0.03432996905934129, best_f1: 0.77582198397368
dropout: 0.5561716796798746, L2_weight: 0.030166635090709604, best_f1: 0.7638887609638834
dropout: 0.3734007767683165, L2_weight: 0.008323015128093173, best_f1: 0.7635678216455418
dropout: 0.48008073915488725, L2_weight: 0.031315179535891725, best_f1: 0.7615658862529435
dropout: 0.2852971550623432, L2_weight: 0.05454988304323953, best_f1: 0.7646621557315232
dropout: 0.19726862396659053, L2_weight: 0.04855856078649877, best_f1: 0.7590098382424161
dropout: 0.2781991033813611, L2_weight: 0.05003845636950239, best_f1: 0.7604975939915689
dropout: 0.30198903747183314, L2_weight: 0.012804451229921777, best_f1: 0.7755002638498438
